Date,Station,"Alkalinity, total",Aluminum,Ammonia,Ammonium,Arsenic,BORON,Biochemical oxygen demand,"Biochemical oxygen demand, standard conditions",Cadmium,Chlorophyll a,Chromium,Cobalt,Conductivity,Copper,Depth,Dissolved Inorganic Nitrogen,Dissolved Organic Carbon,Dissolved Oxygen,Escherichia coli,Fecal Coliform,"Fecal Coliform, C","Fecal Coliform, M",Inorganic nitrogen (nitrate and nitrite),Iron,Iron_U,Kjeldahl Nitrogen,Lead,Lithium,Magnesium,Manganese,Mercury,Nitrate,Nitrate & Nitrite,Nitrite,Nitrogen,Organic Carbon,Organic Phosphorus,Orthophosphate,Oxidized Nitrogen,PP,Particulate Organic Carbon,Pheophytin a,Phosphorus,SIF,Secchi,Selenium,Silica,Silver,TCOLI_C,TCOLI_M,TDP,TKNW,"Temperature, water",Total Coliform,Total Hardness,Total hardness,Total suspended solids,Turbidity,Zinc,pH,Watershed,months,month,year,quarter,YearQuart
1995-06-19,AAG01,64.0,,,,5.0,,3.0,,5.0,,10.0,,272.0,25.0,0.0,,,3.900000095,,,,,,,2560.0,,5.0,,,,,,,0.029999999,,,,,,,,,,,0.200000003,5.0,,,,,,,24.60000038,,76.0,,,21.0,20.0,7.0,Anacostia Mainstem,1995-06,6,1995,2,1995Q2
1994-06-27,AAG01,56.0,,,0.495000005,,,3.200000048,,,,,,217.0,,0.0,,,3.799999952,,,,,,,,,,,,,,,,0.050000001,,,,,,,,,,2.579999924,0.300000012,,,,,,,,25.70000076,,84.0,,0.0,65.0,,6.300000191,Anacostia Mainstem,1994-06,6,1994,2,1994Q2
1993-07-13,AAG01,,,,0.189999998,,,3.599999905,,,,,,312.0,,0.5,,3.900000095,4.350000143,,173.0,,,,,,,,,,,,,,0.050000001,,5.699999809,,,,,1.799999952,,,4.190000057,0.400000006,,,,,,,,29.34999943,,,,,,,6.649999857,Anacostia Mainstem,1993-07,7,1993,3,1993Q3
1995-08-21,AAG01,58.0,,,,,,,,,,,,284.0,,0.5,,,6.649999857,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,0.300000012,,,,,,,,25.19999981,,86.0,,43.0,25.0,,6.799999952,Anacostia Mainstem,1995-08,8,1995,3,1995Q3
1993-08-23,AAG01,,,,0.200000003,,,,,,,,,275.0,,0.5,,,2.3000000715,,,,,,,,,,,,,,,,0.02,,,,0.01,,,,,,2.640000105,0.400000006,,,,,,,,25.34999943,,,,22.0,,,6.599999905,Anacostia Mainstem,1993-08,8,1993,3,1993Q3
1994-08-29,AAG01,46.0,,,,,,,,,,,,212.0,,0.0,,,4.599999905,,,,,,,,,,,,,,,,,,,,,,,,,,10.80000019,0.200000003,,,,,,,,24.89999962,,114.0,,37.0,44.0,,6.900000095,Anacostia Mainstem,1994-08,8,1994,3,1994Q3
1995-09-18,AAG01,56.0,,,,,,,,,,,,253.0,,0.0,,,3.700000048,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100000001,,,,,,,,19.70000076,,64.0,,64.0,60.0,,7.0,Anacostia Mainstem,1995-09,9,1995,3,1995Q3
1994-09-26,AAG01,48.0,,,,,,2.400000095,,,,,,199.5,,0.5,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.670000076,0.300000012,,,,,,,,20.15000057,,62.0,,13.0,30.0,,6.9500000475,Anacostia Mainstem,1994-09,9,1994,3,1994Q3
1993-09-27,AAG01,,,,0.239999995,,,,,,,,,224.0,,0.0,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.710000038,0.300000012,,,,,,,,20.79999924,,36.0,,44.0,32.0,,6.800000191,Anacostia Mainstem,1993-09,9,1993,3,1993Q3
1997-01-14,AAG02,86.0,,,,,,4.300000191,,,,,,,,0.100000001,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0,,,100.0,,,Anacostia Mainstem,1997-01,1,1997,1,1997Q1
1998-01-05,AAG02,80.0,,,0.63499999,,,5.5,,,,,,432.0,,0.100000001,1.409999967,,10.89999962,,,,,,,,,,,,,,,0.774999976,,,,,0.006,,,,,,,,,,,,,,,8.100000381,,102.0,,293.0,40.0,,7.099999905,Anacostia Mainstem,1998-01,1,1998,1,1998Q1
1997-10-20,AAG02,40.0,,,0.098999999,,,1.700000048,,,,,,193.0,,0.100000001,,,5.599999905,,1700.0,,,,,,,,,,,,,,,,,,0.029999999,,,,,,,,,,,,,,,13.60000038,,,,1.0,39.0,,6.900000095,Anacostia Mainstem,1997-10,10,1997,4,1997Q4
1996-10-08,AAG02,33.0,,,,,,2.799999952,,,,,,283.0,,0.100000001,,,5.199999809,,2300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.10000038,,93.0,,6.0,25.0,,6.900000095,Anacostia Mainstem,1996-10,10,1996,4,1996Q4
1996-11-18,AAG02,36.0,,,,,,,,,,,,295.0,,0.100000001,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.800000191,,119.0,,,30.0,,6.599999905,Anacostia Mainstem,1996-11,11,1996,4,1996Q4
1997-11-04,AAG02,53.0,,,0.203999996,,,2.0,,,,,,236.0,,0.100000001,0.662,,7.0,,1100.0,,,,,,,,,,,,,0.458000004,,,,,0.02,,,,,,,,,,,,,,,12.0,,105.0,,56.0,35.0,,6.699999809,Anacostia Mainstem,1997-11,11,1997,4,1997Q4
1996-12-10,AAG02,32.0,,,,,,2.299999952,,,,,,280.0,,0.100000001,,,6.800000191,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.800000191,,270.0,,5.0,10.0,,6.800000191,Anacostia Mainstem,1996-12,12,1996,4,1996Q4
1997-12-02,AAG02,110.0,,,0.716000021,,,5.099999905,,,,,,334.0,,0.100000001,0.75,,8.899999619,,30.0,,,,,,,,,,,,,0.034000002,,,,,0.054000001,,,,,,,,,,,,,,,2.700000048,,164.0,,2.0,35.0,,6.5,Anacostia Mainstem,1997-12,12,1997,4,1997Q4
1997-02-11,AAG02,44.0,,,0.458999991,,,,,,,,,1652.0,,0.100000001,1.578999996,,13.30000019,,1300.0,,,,,,,,,,,,,1.120000005,,,,,0.041000001,,,,,,,,,,,,,,,2.900000095,,149.0,,20.0,10.0,,7.300000191,Anacostia Mainstem,1997-02,2,1997,1,1997Q1
1997-03-11,AAG02,56.0,,,0.094999999,,,1.600000024,,,,,,,,0.100000001,1.924999952,,,,,,,,,,,,,,,,,1.830000043,,,,,,,,,,,,,,,,,,,,,,128.0,,42.0,35.0,,,Anacostia Mainstem,1997-03,3,1997,1,1997Q1
1997-04-07,AAG02,46.0,,,0.105999999,,,1.399999976,,,,,,,,0.100000001,1.105999947,,,,800.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,112.0,,16.0,20.0,,,Anacostia Mainstem,1997-04,4,1997,2,1997Q2
1996-05-06,AAG02,42.0,,,0.166999996,,,3.799999952,,,,,,192.0,,0.100000001,,,6.199999809,,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.79999924,,90.0,,,90.0,,7.400000095,Anacostia Mainstem,1996-05,5,1996,2,1996Q2
1997-05-06,AAG02,54.0,,,0.226999998,,,1.700000048,,,,,,287.0,,0.100000001,1.187000036,,7.599999905,,11000.0,,,,,,,,,,,,,0.959999979,,,,,0.005,,,,,,,,,,,,,,,16.60000038,,98.0,,,20.0,,6.800000191,Anacostia Mainstem,1997-05,5,1997,2,1997Q2
1997-06-10,AAG02,61.0,,,0.536000013,,,3.0,,,,,,303.0,,0.100000001,0.973999977,,7.699999809,,800.0,,,,,,,,,,,,,0.437999994,,,,,0.032000002,,,,,,,,,,,,,,,21.0,,120.0,,40.0,30.0,,6.900000095,Anacostia Mainstem,1997-06,6,1997,2,1997Q2
1998-06-15,AAG02,43.0,,,0.243000001,,,0.899999976,,,,,,,,0.0,0.880999982,,,,3000.0,,,,,,,,,,,,,0.638000011,,,,,0.022,,,,,,,0.100000001,,,,,30000.0,,,21.5,,60.0,,56.0,75.0,,6.599999905,Anacostia Mainstem,1998-06,6,1998,2,1998Q2
1996-06-03,AAG02,55.0,,,0.277999997,,,1.899999976,,,,,,286.0,,0.100000001,2.517999887,,4.900000095,,,,,,,,,,,,,,,2.24000001,,,,,,,,,,,,,,,,,,,,19.89999962,,134.0,,30.0,29.0,,7.199999809,Anacostia Mainstem,1996-06,6,1996,2,1996Q2
1996-07-15,AAG02,49.0,,,,,,1.799999952,,,,,,190.0,,0.100000001,,,2.200000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.20000076,,112.0,,41.0,60.0,,6.900000095,Anacostia Mainstem,1996-07,7,1996,3,1996Q3
1997-07-07,AAG02,61.0,,,0.412999988,,,2.700000048,,,,,,294.0,,0.100000001,0.828999996,,3.599999905,,3000.0,,,,,,,,,,,,,0.416000009,,,,,,,,,,,,,,,,,,,,25.70000076,,116.0,,24.0,25.0,,7.300000191,Anacostia Mainstem,1997-07,7,1997,3,1997Q3
1996-08-12,AAG02,40.0,,,,,,5.800000191,,,,,,310.0,,0.100000001,,,3.400000095,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,132.0,,3.0,20.0,,6.699999809,Anacostia Mainstem,1996-08,8,1996,3,1996Q3
1997-09-15,AAG02,57.0,,,,,,8.300000191,,,,,,243.0,,0.100000001,,,5.400000095,,1700.0,,,,,,,,,,,,,0.545000017,,,,,0.018999999,,,,,,,,,,,,,,,21.60000038,,93.0,,16.0,20.0,,6.5,Anacostia Mainstem,1997-09,9,1997,3,1997Q3
1996-09-17,AAG02,36.0,,,,,,2.0,,,,,,310.5,,0.5500000005,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.05000019,,80.0,,,34.0,,6.699999809,Anacostia Mainstem,1996-09,9,1996,3,1996Q3
1995-01-10,ANA01,38.0,,,0.163000003,5.0,,1.399999976,,5.0,,10.0,,265.0,25.0,0.0,,,11.89999962,,944.0,,,,,1145.0,,5.0,,,,0.200000003,,,0.017000001,,,,,,,,,,3.599999905,0.699999988,5.0,,,,,,,3.400000095,,86.0,,6.0,13.0,,6.900000095,Anacostia Mainstem,1995-01,1,1995,1,1995Q1
2006-01-10,ANA01,58.0,,0.05,,,,,1.4,,,,,,,,,,14.9,,500.0,,,,,,,,,,,,,,0.019,,,,,,,,,,,,,,,,,,,,,,104.0,4.0,,,,Anacostia Mainstem,2006-01,1,2006,1,2006Q1
2012-01-10,ANA01,54.0,,0.067,,,,,1.1,,,,,,,,,,11.8,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,12.0,,,,Anacostia Mainstem,2012-01,1,2012,1,2012Q1
2005-01-11,ANA01,48.0,,0.095,,,,,0.9,,,,,,,,,,11.0,,140.0,,,,,,,,,,,,,,0.019,,,,,,,,,,,,,,,,,,,,,,84.0,20.0,,,,Anacostia Mainstem,2005-01,1,2005,1,2005Q1
2016-01-12,ANA01,38.0,,0.095,,,,,1.8,,,,,,,,,,10.8,2022.0,,,,,,,,,,,,,,,0.013,,,,0.005,,,,,,,,,,,,,,,,,,68.0,18.0,,,,Anacostia Mainstem,2016-01,1,2016,1,2016Q1
2009-01-13,ANA01,40.0,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,Anacostia Mainstem,2009-01,1,2009,1,2009Q1
2003-01-14,ANA01,46.0,,0.096,,,,,2.1,,,,,,,,,,14.1,,230.0,,,1.18,,,,,,,,,,,0.01,,,,0.008,,,,,,,,,,,,,,,,,,116.0,20.0,,,,Anacostia Mainstem,2003-01,1,2003,1,2003Q1
2014-01-14,ANA01,38.0,,0.093,,,,,1.6,,,,,,,,,,11.7,1300.0,,,,,,,,,,,,,,,0.012,,,,,,,,,,,,,,,,,,,,,,82.0,11.0,,,,Anacostia Mainstem,2014-01,1,2014,1,2014Q1
2008-01-15,ANA01,58.0,,0.086,,,,,1.3,,,,,,,,,,12.7,33.0,,,,,,,,,,,,,,,0.012,,,,,,,,,,,,,,,,,,,,,,114.0,12.0,,,,Anacostia Mainstem,2008-01,1,2008,1,2008Q1
2013-01-15,ANA01,48.0,,,,,,,2.2,,,,,,,,,,9.64,2420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,12.0,,,,Anacostia Mainstem,2013-01,1,2013,1,2013Q1
1985-01-16,ANA01,,,,0.460999995,,,4.0,,,1.0,,,,,0.1,1.963000059,1.299999952,,,,,,,,,1.230000019,,,,,,1.49000001,1.5,0.012,2.732000113,1.299999952,0.008,0.012,0.768999994,0.039000001,0.0,1.0,0.059,,,,,,,,0.02,,,,,,9.0,,,,Anacostia Mainstem,1985-01,1,1985,1,1985Q1
1991-01-28,ANA01,40.0,,,0.172000006,5.0,,1.0,,5.0,,10.0,,,25.0,0.100000001,1.44599998,4.199999809,,,,,,,962.0,,0.442000002,50.0,,,,0.200000003,1.25999999,1.269999981,0.014,1.715999961,4.400000095,0.00875,0.007,0.270000011,0.017000001,0.200000003,,0.030999999,4.730000019,,5.0,,,,,0.014,,,,60.0,,7.0,15.0,,,Anacostia Mainstem,1991-01,1,1991,1,1991Q1
1984-01-31,ANA01,32.0,,,0.172000006,,,1.5,,,1.0,,,143.0,,0.1,1.468000054,,10.60000038,,,,,,,,0.49000001,,,,,,1.279999971,1.299999952,0.016000001,1.786000013,,0.017000001,0.008,0.317999989,0.027000001,,1.0,0.052000001,4.239999771,,,,,,,0.025,,2.5,,4.0,,4.0,26.0,,,Anacostia Mainstem,1984-01,1,1984,1,1984Q1
1994-01-04,ANA01,40.0,,,0.605000019,5.0,,1.799999952,,5.0,,10.0,,750.0,25.0,0.100000001,,4.400000095,12.19999981,,230.0,,,,,1232.0,,5.0,,,,0.200000003,,,0.032000002,,7.099999905,,0.012,,,2.700000048,,,5.300000191,,5.0,,,,,,,2.0,,102.0,,13.0,18.0,,6.900000095,Anacostia Mainstem,1994-01,1,1994,1,1994Q1
1993-01-05,ANA01,24.0,,,0.079999998,,,3.799999952,,,,,,119.0,,0.0,0.6175000075,5.699999809,10.5,,800.0,,,,,,,,,,,,0.529999971,0.5375000235,0.01,,8.199999809,,0.059999999,,,2.5,,,2.00999999,0.100000001,,,,,,,,12.19999981,,40.0,,,750.0,,7.0,Anacostia Mainstem,1993-01,1,1993,1,1993Q1
2009-01-05,ANA01,,,0.071,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,Anacostia Mainstem,2009-01,1,2009,1,2009Q1
1987-01-06,ANA01,42.0,,,0.145999998,,,1.5,,,,,,306.0,,0.1,1.3434999585,4.0,12.80000019,,,,,,,,0.381999999,,,,,,1.190000057,1.19750005,0.01,1.5795000195,4.099999905,0.003,0.009,0.236000001,0.025,0.100000001,,0.037,,0.5,,,,,,0.012,,2.200000048,,86.0,,5.0,22.0,,6.699999809,Anacostia Mainstem,1987-01,1,1987,1,1987Q1
1998-01-06,ANA01,48.0,,,0.177000001,,,0.699999988,,,,,,361.0,,0.0,1.366999984,,11.19999981,,,,,,,,,,,,,,,1.190000057,,,,,0.005,,,,,,,0.800000012,,,,,,,,7.199999809,,100.0,,,10.0,,7.599999905,Anacostia Mainstem,1998-01,1,1998,1,1998Q1
1986-01-07,ANA01,30.0,,,0.246000007,,,2.599999905,,,1.0,,,294.0,,0.3,1.414000034,2.400000095,11.10000038,,120.0,,,,,,0.828999996,,,,,,1.149999976,1.169999957,0.017999999,1.996999979,2.900000095,0.00975,0.007,0.583000004,0.041000001,0.5,1.0,0.056000002,3.299999952,,,,,,,0.015,,1.799999952,,74.0,,12.0,19.0,,7.400000095,Anacostia Mainstem,1986-01,1,1986,1,1986Q1
1992-01-07,ANA01,40.0,,,0.103,,,2.299999952,,,,,,230.0,,0.0,0.9185000065,,11.5,,,3400.0,,,,,0.987999976,,,,,,0.808000028,0.815500021,0.01,1.8034999965,,0.028000001,0.017999999,0.88499999,0.046,,,0.092,3.339999914,0.300000012,,,,,,0.046,,5.800000191,,84.0,,7.0,39.0,,7.099999905,Anacostia Mainstem,1992-01,1,1992,1,1992Q1
1997-01-07,ANA01,40.0,,,,,,0.800000012,,,,,,276.0,,0.0,,,10.89999962,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.799999952,,,,,,,,8.600000381,,148.0,,,15.0,,7.5,Anacostia Mainstem,1997-01,1,1997,1,1997Q1
2002-01-08,ANA01,54.0,,0.203,,,,,3.1,,1.4,,,,,,,,12.7,,2300.0,,,0.698,1298.0,,,,,,,,,,0.016,,,,0.017,,,,1.7,,,,,,,,,,,,,,106.0,,,22.0,,Anacostia Mainstem,2002-01,1,2002,1,2002Q1
1989-01-09,ANA01,40.0,,,0.286000013,,,2.099999905,,,,,,731.0,,0.0,1.644000053,5.099999905,12.19999981,,,,2200.0,,,,1.5,,,,,,1.330000043,1.360000014,0.028000001,2.85800004,6.900000095,,,1.213999987,0.0295000015,1.799999952,,0.037,4.150000095,0.300000012,,,,,,0.01,,3.700000048,,88.0,,19.0,37.0,,6.300000191,Anacostia Mainstem,1989-01,1,1989,1,1989Q1
2007-01-09,ANA01,48.0,,,,,,,2.6,,,,,,,,,,14.9,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,24.0,,,,Anacostia Mainstem,2007-01,1,2007,1,2007Q1
1996-10-01,ANA01,28.0,,,,,,1.5,,,,,,215.333333333,,1.0,,,7.23333326967,,2300.0,,,,,,,,,,,,,,,,,,,,,,,,,0.300000012,,,,,,,,17.7333335867,,82.0,,,30.0,,6.93333339667,Anacostia Mainstem,1996-10,10,1996,4,1996Q4
2012-10-01,ANA01,58.0,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,9.0,,,,Anacostia Mainstem,2012-10,10,2012,4,2012Q4
1998-10-13,ANA01,84.0,,,0.323000014,,,,,,,,,272.0,,0.5,,,5.799999952,,800.0,,,,,,,,,,,,,,,,,,0.003,,,,,,,0.5,,,,,,,,17.39999962,,118.0,,12.0,15.0,,6.900000095,Anacostia Mainstem,1998-10,10,1998,4,1998Q4
1986-10-15,ANA01,54.0,,,0.093999997,,,3.0,,,4.0,,,235.5,,0.45,4.528999805,6.400000095,5.25,,,,,,,,1.110000014,,,,,,3.799999952,4.429999828,0.63499999,5.545000076,9.800000191,0.0177500005,0.007,1.016000032,0.07,3.400000095,8.0,0.093000002,,0.200000003,,,,,,0.023,,17.55000019,,66.0,,40.0,72.0,,6.8499999045,Anacostia Mainstem,1986-10,10,1986,4,1986Q4
1991-10-15,ANA01,58.0,,,0.301999986,,,,,,,,,297.0,,1.0,0.751999974,,5.633333365,,,,,,,,0.828000009,,,,,,0.428000003,0.449999988,0.022,1.277999997,,0.014,0.008,0.526000023,0.029999999,,,0.052000001,,0.5,,,,,,0.022,,14.8999999367,,96.0,,37.0,31.0,,7.03333330167,Anacostia Mainstem,1991-10,10,1991,4,1991Q4
2007-10-15,ANA01,78.0,,0.108,,,,,,,,,,,,,,,8.6,,,,,,,,,,,,,,,,0.019,,,,,,,,,,,,,,,,,,,,,,138.0,25.0,,,,Anacostia Mainstem,2007-10,10,2007,4,2007Q4
2012-10-15,ANA01,56.0,,,,,,,1.0,,,,,,,,,,6.93333333333,145.0,,,,,,,,,,,,,,,0.033,,,,,,,,,,,,,,,,,,,,,,86.0,16.0,,,,Anacostia Mainstem,2012-10,10,2012,4,2012Q4
1990-10-16,ANA01,60.0,,,0.300999999,5.0,,2.700000048,,5.0,,10.0,,288.0,25.0,0.0,0.606999993,5.599999905,3.799999952,,,,,,1811.0,,1.029999971,50.0,,,,0.200000003,0.289000005,0.310000002,0.017000001,1.335999966,7.199999809,0.066,0.008,0.728999972,0.033,1.600000024,,0.107000001,3.069999933,0.400000006,5.0,,,1400.0,,0.074000001,,20.89999962,,86.0,,31.0,48.0,,6.699999809,Anacostia Mainstem,1990-10,10,1990,4,1990Q4
1995-10-16,ANA01,36.0,,,0.071999997,,,,,,,,,201.333333333,,1.0,,,7.599999905,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200000003,,,,,,,,14.89999962,,80.0,,46.0,45.0,,7.766666571,Anacostia Mainstem,1995-10,10,1995,4,1995Q4
2001-10-16,ANA01,52.0,,0.054,,,,,3.7,,3.8,,,,,,,,2.9,,24000.0,,,0.536,968.0,,,,,,,,,,0.024,,,,0.009,,,,5.3,,,,,,,,,,,,,,82.0,,,,,Anacostia Mainstem,2001-10,10,2001,4,2001Q4
2017-10-16,ANA01,58.0,,0.191,,,,,,,,,,,,,,,4.74,770.0,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,96.0,17.0,,,,Anacostia Mainstem,2017-10,10,2017,4,2017Q4
1988-10-17,ANA01,64.0,,,0.298999995,,,,,,,,,333.0,,0.55,1.38499999,,8.100000381,,,,,,,,,,,,,,1.049999952,1.090000033,0.035999998,,,,0.007,,,,,,,0.200000003,,,,,,,,13.049999715,,102.0,,33.0,34.0,,6.849999905,Anacostia Mainstem,1988-10,10,1988,4,1988Q4
2006-10-17,ANA01,68.0,,0.131,,,,,1.3,,,,,,,,,,9.6,,500.0,,,,,,,,,,,,,,0.012,,,,,,,,,,,,,,,,,,,,,,98.0,10.0,,,,Anacostia Mainstem,2006-10,10,2006,4,2006Q4
2011-10-17,ANA01,120.0,,0.121,,,,,1.9,,,,,,,,,,7.0,387.0,,,,,,,,,,,,,,,0.028,,,,,,,,,,,,,,,,,,,,,,84.0,13.0,,,,Anacostia Mainstem,2011-10,10,2011,4,2011Q4
1993-10-18,ANA01,48.0,,,0.230000004,,,,,,,,,236.666666667,,1.0,,,3.599999905,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,0.400000006,,,,,,,,15.6333335233,,70.0,,26.0,27.0,,7.066666762,Anacostia Mainstem,1993-10,10,1993,4,1993Q4
2004-10-18,ANA01,58.0,,0.163,,,,,1.6,,,,,,,,,,7.6,,800.0,,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,,,,114.0,20.0,,,,Anacostia Mainstem,2004-10,10,2004,4,2004Q4
2005-10-18,ANA01,66.0,,0.0158,,,,,0.9,,,,,,,,,,6.2,,300.0,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,110.0,22.0,,,,Anacostia Mainstem,2005-10,10,2005,4,2005Q4
1992-10-19,ANA01,60.0,,,0.100000001,,,,,,,,,262.0,,0.100000001,0.569999993,,8.800000191,,,,,,,,,,,,,,0.449999988,0.469999999,0.02,,,,0.01,,,,,,3.329999924,,,,,,,,,12.69999981,,88.0,,,27.0,,6.800000191,Anacostia Mainstem,1992-10,10,1992,4,1992Q4
2009-10-19,ANA01,34.0,,0.062,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,0.011,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,Anacostia Mainstem,2009-10,10,2009,4,2009Q4
2010-10-19,ANA01,68.0,,0.055,,,,,2.0,,,,,,,,,,8.0,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,12.0,,,,Anacostia Mainstem,2010-10,10,2010,4,2010Q4
1984-10-02,ANA01,30.0,,,0.068000004,,,2.900000095,,,4.0,,,100.0,,0.100000001,0.611999989,2.900000095,9.0,,4900.0,,,,,,0.63499999,,,,,,0.529999971,0.540000021,0.014,1.17900002,4.699999809,0.024,0.033,0.566999972,0.101000004,1.799999952,4.0,0.158000007,2.130000114,0.100000001,,,,,,0.057,,15.0,,70.0,,50.0,138.0,,7.699999809,Anacostia Mainstem,1984-10,10,1984,4,1984Q4
